officer_id,age,gender,marital_status,rank,unit,years_of_service,avg_weekly_hours,night_shift_ratio,overtime_hours_month,critical_incidents_last_year,trauma_exposure_index,sick_days_last_year,internal_complaints_last_2y,duty_satisfaction,work_env_rating,work_life_balance,mental_health_risk_flag,base_pay_band,promotion_last_3y,transfer_last_2y,posted_in_high_risk_area,attrition
1152,56,Female,Married,Deputy SP,Cyber Crime,13.1,68.15520637984406,0.15,32.287033154548936,2,1.94,7,0,3,3,4,0,Medium,0,0,1,0
1153,40,Male,Married,Sub-Inspector,Patrol,12.7,50.27279316385898,0.35,27.963609502879827,3,4.2,7,0,1,4,1,0,Low,0,1,0,0
1154,43,Male,Married,Constable,Patrol,12.3,66.03853445407982,0.18,29.117704419681832,6,6.42,4,0,1,2,2,0,Medium,0,0,0,0
1155,24,Male,Married,Constable,Traffic,13.9,66.94235084920133,0.44,29.367314697674338,0,0.0,6,1,2,2,5,0,High,0,0,0,0
1156,30,Male,Married,Constable,Investigation,1.6,47.09094750881658,0.53,12.741373718593826,3,2.13,5,0,5,3,4,1,Low,1,1,0,0
1157,44,Male,Married,Inspector,Traffic,17.4,53.24442956545774,0.53,28.29894197539269,2,2.96,4,0,2,2,3,1,Low,0,0,1,0
1158,39,Male,Single,Assistant Sub-Inspector,Traffic,9.6,44.8843204097023,0.43,45.71765308632045,3,4.78,2,0,4,3,3,0,Low,0,0,0,0
1159,35,Male,Married,SP+,Cyber Crime,35.0,39.807811870222636,0.26,29.454457865866036,2,2.2,6,1,5,5,4,0,High,0,1,0,0
1160,38,Female,Married,Head Constable,Special Operations,3.3,65.26714837779649,0.45,29.121897047471187,6,7.11,10,1,1,1,4,0,Low,1,0,0,0
1161,40,Male,Single,Constable,Investigation,2.7,64.59311151556534,0.46,32.10498601033185,4,5.69,8,0,3,4,4,1,Low,0,0,1,0
1162,34,Male,Married,Constable,Patrol,3.2,50.51522429923622,0.29,28.199945539976596,3,3.52,6,1,3,2,1,0,Medium,0,0,0,0
1163,36,Male,Single,Deputy SP,Intelligence,15.0,65.2259549677319,0.27,29.52397636226319,0,0.0,8,0,3,3,2,0,Medium,0,0,0,0
1164,36,Male,Married,Sub-Inspector,Patrol,10.2,59.64378309337857,0.4,15.734481495121889,2,2.56,7,0,5,4,4,0,Medium,1,0,1,0
1165,28,Male,Married,Assistant Sub-Inspector,Investigation,19.3,61.20503268873465,0.14,43.64163781335486,1,1.0,4,1,3,4,2,0,Low,1,0,0,0
1166,39,Male,Single,Constable,Cyber Crime,1.6,48.48269198117697,0.6,56.66185305397827,5,7.55,7,0,2,2,2,0,Low,1,0,0,1
1167,50,Male,Married,Head Constable,Investigation,11.9,65.77444746379997,0.51,40.42412185557968,3,2.56,3,0,3,5,5,0,Low,0,1,0,1
1168,50,Male,Single,Assistant Sub-Inspector,Investigation,6.8,58.19746949658143,0.34,35.352562229188116,4,5.2,4,0,5,3,2,1,Very High,0,0,0,0
1169,24,Female,Married,Inspector,Women & Child Protection,12.5,65.20114758325303,0.33,14.328096967649623,1,2.28,7,1,1,4,3,1,Low,1,0,0,1
1170,41,Male,Married,Assistant Sub-Inspector,Patrol,35.0,50.08424452976404,0.1,22.70258712761412,1,0.79,2,0,1,4,4,0,High,0,1,1,0
1171,41,Male,Married,Inspector,Special Operations,15.2,62.448205054231366,0.59,33.49755848008458,7,8.92,5,0,2,3,5,0,High,0,0,0,0
1172,33,Male,Married,Assistant Sub-Inspector,Patrol,9.1,53.0337637904182,0.46,29.147273449241915,0,0.0,5,1,2,3,4,0,Medium,0,0,0,0
1173,28,Male,Married,Constable,Investigation,3.0,58.81359955697097,0.31,30.92128267790694,2,2.58,6,0,2,3,5,1,Very High,0,1,1,0
1174,25,Male,Single,Constable,Special Operations,13.6,53.31980066030063,0.37,45.980019398060904,6,12.6,2,1,4,3,2,1,Medium,0,0,0,0
1175,32,Male,Married,Assistant Sub-Inspector,Cyber Crime,15.9,35.0,0.17,25.527422471063602,3,3.01,4,0,1,4,1,0,Medium,0,0,0,0
1176,39,Male,Single,Constable,Traffic,2.1,52.9851947118323,0.31,18.516518457899906,2,1.55,7,1,1,3,2,0,Very High,0,0,0,0
1177,35,Male,Married,Constable,Intelligence,1.4,64.40084334219976,0.36,29.581833981378345,2,2.83,4,1,1,3,4,1,Medium,0,0,0,1
1178,31,Male,Single,Constable,Special Operations,6.6,60.03370592422756,0.33,12.38392503688654,4,7.41,6,0,3,4,1,0,Medium,0,0,0,0
1179,26,Male,Married,Constable,Traffic,11.2,56.673662193000396,0.1,42.014803805611464,1,0.99,4,0,4,3,3,0,Low,0,0,0,0
1180,39,Female,Single,Head Constable,Investigation,7.3,59.756275113814326,0.48,28.71435024757204,5,6.53,8,0,3,3,3,0,Medium,0,0,1,0
1181,45,Male,Married,Assistant Sub-Inspector,Intelligence,29.6,51.179018432267625,0.53,12.392780745512846,2,1.84,8,0,5,3,3,0,High,0,0,0,0
1182,29,Male,Single,Assistant Sub-Inspector,Investigation,6.4,51.47800972010757,0.53,34.36285496225054,2,2.91,10,0,2,2,2,0,Low,0,1,0,1
1183,40,Male,Single,Head Constable,Women & Child Protection,35.0,50.86899870110223,0.15,27.830762125533784,1,2.65,4,1,3,2,1,0,Medium,0,0,0,0
1184,21,Male,Married,Inspector,Patrol,21.1,65.23115017132073,0.15,28.548857742636855,4,3.16,5,1,1,3,2,0,Low,0,1,0,0
1185,31,Male,Divorced,Head Constable,Special Operations,13.7,39.72120542915838,0.18,55.05967430907426,6,13.61,7,0,4,3,3,0,Medium,0,1,0,0
1186,42,Male,Married,Inspector,Anti-Terror,11.2,35.0,0.38,14.452152757439164,11,17.29,5,0,2,1,3,0,Low,0,0,1,1
1187,27,Female,Single,Sub-Inspector,Special Operations,7.4,51.27025537108154,0.23,41.30604179772854,2,7.84,5,0,2,3,3,0,Low,0,0,0,0
1188,31,Male,Married,Head Constable,Patrol,3.1,63.80052405871171,0.57,27.772429907337315,1,1.03,6,0,3,4,4,0,High,0,1,0,0
1189,47,Female,Single,Assistant Sub-Inspector,Traffic,16.5,58.452809530244615,0.25,16.37202859435046,1,0.91,3,0,5,3,2,0,Low,0,0,1,0
1190,30,Male,Single,Assistant Sub-Inspector,Investigation,15.6,51.38944051461592,0.41,24.311184233822253,1,1.02,12,0,3,2,5,0,Medium,0,0,0,0
1191,29,Male,Single,Inspector,Investigation,28.4,53.41352954965918,0.6,31.65839913704912,2,3.02,11,0,5,4,4,0,Low,0,0,0,0
1192,41,Female,Widowed,Sub-Inspector,Investigation,30.5,44.964882496600524,0.2,8.651802460016775,5,4.76,2,0,3,3,1,0,High,0,0,0,0
1193,52,Male,Divorced,Head Constable,Cyber Crime,9.8,55.085383790509496,0.36,45.391331902693125,1,0.83,5,1,1,3,3,0,Low,0,0,0,1
1194,34,Male,Married,Head Constable,Traffic,5.7,55.995193544608526,0.02,30.289168928978935,2,2.54,4,0,3,1,1,0,Low,1,0,0,0
1195,42,Male,Married,Head Constable,Special Operations,3.9,52.09575011543681,0.45,44.85342525010761,4,5.93,13,0,5,1,1,0,Medium,0,1,0,1
1196,47,Male,Married,Constable,Investigation,0.7,55.871655729947726,0.22,24.723910603910696,3,3.92,3,2,3,1,3,0,Low,1,0,0,0
1197,39,Female,Divorced,Assistant Sub-Inspector,Traffic,19.0,63.46102414921641,0.39,32.68659954672457,1,0.92,6,0,2,4,3,0,Medium,1,0,0,0
1198,34,Male,Single,Constable,Traffic,4.3,65.2264069197253,0.39,32.18217147651492,3,2.91,4,0,1,2,1,0,Medium,1,1,0,1
1199,29,Male,Married,Assistant Sub-Inspector,Cyber Crime,12.8,49.889301169208,0.31,19.996732931649923,2,1.55,5,0,3,2,2,1,Low,0,0,0,0
1200,25,Male,Married,Constable,Patrol,0.6,55.35763611651199,0.58,40.79907832159654,0,0.0,8,0,4,2,2,0,Low,0,1,1,0
1201,45,Male,Divorced,Constable,Traffic,3.5,63.471322204124526,0.2,36.15212431273267,2,1.84,5,0,2,2,3,1,Low,0,1,0,0
1202,37,Male,Married,Constable,Anti-Terror,0.5,48.08019204399099,0.38,30.824128398616942,10,12.04,4,0,3,2,3,0,Medium,0,1,0,0
1203,47,Male,Married,Head Constable,Special Operations,8.9,52.06279574132761,0.66,14.183019068219277,0,3.48,7,1,4,4,5,0,Medium,0,1,0,1
1204,44,Male,Married,Sub-Inspector,Investigation,8.8,48.589833015925464,0.65,31.556532035675072,3,2.85,4,0,1,3,2,1,Medium,0,1,0,1
1205,31,Female,Married,Constable,Investigation,0.5,52.95986659541124,0.67,17.650763153245805,5,6.01,10,0,3,2,4,0,Low,0,0,0,0
1206,27,Female,Married,Assistant Sub-Inspector,Special Operations,8.9,39.36090844901996,0.11,43.27883647988175,3,9.42,6,0,2,3,2,0,Very High,0,1,1,0
1207,39,Male,Single,Head Constable,Cyber Crime,19.9,55.21821417398077,0.33,27.96546632581893,1,0.78,10,0,2,4,3,1,Low,1,1,0,0
1208,31,Male,Single,Deputy SP,Traffic,27.0,50.02957589909768,0.55,25.143281034415445,3,3.48,10,0,3,5,4,0,Medium,0,0,1,0
1209,39,Male,Single,Constable,Traffic,3.1,37.396363955139265,0.1,26.452558030106196,0,0.0,6,0,3,3,4,1,Medium,1,0,0,0
1210,30,Male,Married,Head Constable,Anti-Terror,7.1,53.260151132151975,0.07,21.489203020521465,10,19.28,8,1,1,4,1,0,Low,0,0,1,1
1211,29,Male,Married,Constable,Patrol,0.5,48.50321162241825,0.32,18.53755620622238,2,1.63,7,0,4,3,5,0,Medium,0,0,0,0
1212,35,Male,Single,Constable,Patrol,11.0,45.571759990102045,0.37,38.705843024673,3,3.9,9,0,3,2,4,0,Low,1,0,0,0
1213,43,Male,Divorced,Constable,Special Operations,16.9,75.25284201454937,0.41,40.888839497839264,4,7.11,6,0,3,3,1,0,Medium,0,0,0,0
1214,38,Male,Single,Constable,Anti-Terror,1.5,62.0013041919282,0.17,24.613194577072225,9,18.6,3,0,3,4,5,0,Low,0,1,0,0
1215,45,Male,Married,Constable,Patrol,0.5,42.64663957211234,0.5,15.896170246428737,4,6.35,3,0,2,4,3,0,Low,0,0,0,0
1216,26,Female,Married,Head Constable,Anti-Terror,9.0,62.76312415324971,0.34,96.36756906510841,8,16.1,3,0,1,1,1,0,Medium,0,0,0,0
1217,28,Female,Married,Assistant Sub-Inspector,Intelligence,6.1,46.3944735740535,0.03,46.92761738424655,1,0.87,2,1,1,3,3,1,Medium,1,0,0,0
1218,35,Male,Married,Constable,Cyber Crime,1.6,40.26215220068209,0.71,6.493898616386764,1,0.94,5,0,2,2,4,0,Low,0,1,0,0
1219,53,Male,Married,Sub-Inspector,Women & Child Protection,19.1,46.362895919943696,0.56,48.38661953711387,4,8.39,2,0,2,4,2,0,Low,0,0,0,0
1220,41,Female,Married,SP+,Patrol,35.0,61.08760710504315,0.19,24.082148407415662,5,4.39,8,0,1,4,4,1,High,0,0,0,0
1221,27,Male,Single,Constable,Investigation,1.6,67.75434802467382,0.46,8.389607330282995,3,3.34,5,0,5,2,4,0,High,0,1,1,0
1222,35,Male,Married,Deputy SP,Anti-Terror,24.8,67.03206279829413,0.63,22.3765137943113,5,14.59,7,0,2,1,1,0,Low,0,0,0,1
1223,38,Male,Single,Assistant Sub-Inspector,Patrol,19.8,54.91318535925579,0.24,82.61389733985847,2,2.48,4,1,2,5,3,1,Medium,0,0,0,0
1224,31,Male,Married,SP+,Investigation,35.0,65.23095180301495,0.3,35.33396687164425,1,1.46,4,0,4,3,5,1,Low,0,0,0,0
1225,41,Male,Single,Constable,Patrol,0.5,43.38334882924675,0.28,32.609539800345225,3,4.59,6,0,3,4,3,0,Medium,1,1,1,0
1226,35,Female,Single,Constable,Special Operations,1.5,51.341607713975385,0.42,41.4821712823702,9,15.91,6,1,1,4,3,0,Medium,0,0,0,1
1227,34,Male,Married,Constable,Special Operations,18.0,54.754208548621065,0.15,19.30615632917018,2,5.84,6,0,4,1,5,0,High,0,0,0,0
1228,46,Male,Married,Constable,Patrol,7.5,50.52042346673648,0.4,27.39515774507065,2,1.6,6,0,1,4,3,0,Low,1,0,1,1
1229,22,Female,Married,Deputy SP,Patrol,35.0,53.99112417720271,0.11,54.37627738582576,1,1.02,6,1,2,5,2,0,Medium,1,0,1,0
1230,28,Male,Single,Constable,Investigation,1.8,55.54728093912729,0.36,54.14428756552926,4,5.12,12,1,2,3,1,0,Low,1,1,0,0
1231,29,Male,Single,Constable,Investigation,0.5,40.08805107169013,0.18,50.86098788021315,3,2.33,5,2,5,4,2,0,Low,0,0,1,0
1232,29,Male,Married,Head Constable,Women & Child Protection,33.1,53.86636453980086,0.18,11.290954179076676,2,4.9,4,0,2,4,3,0,Low,0,0,1,0
1233,30,Male,Married,Constable,Investigation,2.6,51.48166042237707,0.21,32.36039790554932,2,2.84,6,0,1,1,5,0,Low,1,0,0,0
1234,40,Male,Married,Constable,Investigation,3.2,70.82694022514406,0.21,37.87775274299159,3,2.12,4,1,2,4,3,0,Medium,1,0,0,0
1235,45,Male,Single,Head Constable,Intelligence,3.8,64.2753530134915,0.34,39.97772514377782,2,3.16,3,0,2,4,2,0,Medium,0,0,1,1
1236,43,Male,Single,Sub-Inspector,Investigation,24.2,67.12768234842618,0.33,20.291427306767762,2,2.76,5,0,5,3,3,0,High,0,0,0,0
1237,28,Female,Single,Head Constable,Patrol,13.4,60.24426140525469,0.26,38.3683944564456,1,1.35,5,0,1,2,3,0,Low,0,1,0,0
1238,35,Male,Single,Constable,Traffic,6.8,48.207223888762556,0.6,23.81764916293424,1,1.41,7,0,2,4,3,0,Low,0,0,0,0
1239,40,Male,Divorced,Constable,Intelligence,5.1,47.57920487198684,0.38,37.75381533746454,1,0.82,0,0,3,3,1,0,Low,0,0,0,0
1240,38,Male,Single,Head Constable,Investigation,4.0,57.10847048332298,0.66,55.91517969977616,3,3.71,7,1,4,3,2,0,Low,0,0,0,0
1241,46,Male,Single,Head Constable,Patrol,4.6,66.35491783210891,0.52,50.584077791558386,2,2.06,3,0,2,2,3,0,Low,0,0,1,1
1242,31,Male,Single,Constable,Investigation,1.1,35.0,0.61,45.904587472823884,6,5.38,5,0,1,4,4,0,Medium,0,1,1,0
1243,37,Male,Married,Constable,Cyber Crime,0.5,44.060645678212765,0.57,49.97657856685202,0,0.0,4,0,2,4,3,0,Low,0,1,0,0
1244,33,Male,Married,Head Constable,Traffic,7.9,61.04391376743076,0.39,9.45949400453172,6,8.78,4,0,2,2,1,0,Medium,1,0,0,0
1245,38,Female,Married,Assistant Sub-Inspector,Investigation,6.2,49.88109321372228,0.1,14.884077464257038,3,2.14,8,0,5,3,3,0,Medium,0,0,0,0
1246,27,Male,Married,Head Constable,Intelligence,3.3,54.01420545446227,0.22,35.20348855684743,2,2.7,9,0,5,3,2,0,Medium,0,0,0,0
1247,29,Male,Single,Assistant Sub-Inspector,Special Operations,13.9,61.71380677346024,0.9,27.781738780351496,5,9.25,7,1,4,5,2,1,High,0,0,0,0
1248,30,Female,Married,Assistant Sub-Inspector,Patrol,10.9,48.80847348852693,0.45,25.04966813663562,2,1.57,8,0,3,4,3,1,Low,0,0,0,0
1249,31,Female,Single,Assistant Sub-Inspector,Intelligence,20.0,57.67857854446238,0.23,25.150591702822876,2,3.08,8,0,4,5,1,0,Low,0,0,0,0
1250,48,Male,Married,Inspector,Traffic,10.8,48.325401352083944,0.29,8.680715388761985,2,1.46,11,1,1,3,3,1,Low,0,0,0,0
1251,45,Male,Married,Head Constable,Special Operations,7.4,64.08684137433255,0.47,20.06418985678871,6,13.91,6,1,4,4,1,0,Low,0,0,0,0
1252,34,Male,Married,Head Constable,Cyber Crime,4.0,59.165779144580114,0.39,37.70970336978276,2,2.89,9,1,4,2,1,0,Low,0,0,0,0
1253,37,Male,Married,SP+,Cyber Crime,31.3,61.93620559985473,0.31,30.780402345676684,0,0.0,7,0,4,1,4,1,Low,1,1,0,0
1254,23,Male,Married,Head Constable,Investigation,5.1,54.58390817725507,0.49,39.29864150760317,0,0.0,8,0,4,3,3,1,Low,0,0,0,0
1255,35,Male,Married,Constable,Anti-Terror,1.7,65.37338523929272,0.56,16.577666595513595,8,18.69,10,0,4,3,4,0,Low,0,1,0,1
1256,37,Female,Single,Constable,Patrol,14.4,65.83466369041177,0.44,16.30350822539501,3,2.3,2,1,4,2,3,0,Medium,1,1,1,0
1257,45,Male,Divorced,Constable,Special Operations,1.0,68.01111243961086,0.55,17.10992404542873,4,14.33,4,0,4,4,3,0,Medium,0,0,1,1
1258,39,Male,Married,Inspector,Patrol,18.7,55.1762477376938,0.5,50.49891070105666,1,1.13,2,0,1,2,1,0,Low,0,0,1,0
1259,39,Female,Married,Sub-Inspector,Cyber Crime,18.1,48.397901683878274,0.81,30.159551690216453,3,3.5,4,0,1,4,1,0,Low,0,0,1,0
1260,38,Female,Single,Assistant Sub-Inspector,Patrol,8.5,60.40456618895991,0.3,19.54024563329868,3,3.56,2,0,4,3,3,0,Medium,0,0,0,0
1261,38,Male,Single,Inspector,Traffic,20.7,61.05765860019633,0.76,8.535012921763265,1,1.3,14,0,1,4,4,0,Medium,1,0,0,0
1262,25,Male,Divorced,Constable,Intelligence,8.4,47.67906425573948,0.23,21.118751934405747,2,2.47,6,0,4,5,4,0,Low,0,0,0,0
1263,33,Male,Married,Constable,Intelligence,0.8,51.84147465326626,0.13,24.392605528179057,1,0.96,9,0,2,2,1,0,Low,0,1,0,0
1264,47,Male,Divorced,Sub-Inspector,Traffic,7.5,66.19676538517541,0.08,18.6445705510845,5,4.54,8,0,4,4,2,0,High,0,1,0,0
1265,43,Male,Single,Constable,Women & Child Protection,1.8,35.0,0.54,37.64073802459744,6,4.91,5,2,3,4,5,1,Low,1,1,0,0
1266,40,Male,Married,Head Constable,Intelligence,17.8,42.98094124812515,0.24,43.85957547071885,3,2.51,3,0,3,5,2,1,High,0,0,0,0
1267,37,Male,Married,Constable,Intelligence,1.2,61.75756082670997,0.39,26.00889535040568,1,1.55,6,0,2,4,2,1,Medium,0,0,0,0
1268,41,Male,Married,Inspector,Cyber Crime,34.1,56.377065619142236,0.33,12.979424197764853,5,7.35,7,0,2,1,1,0,Low,1,1,0,0
1269,28,Male,Single,Constable,Intelligence,4.0,64.0771912345578,0.6,22.13596313045825,4,3.14,10,0,2,4,3,1,Medium,0,0,0,0
1270,23,Male,Divorced,Inspector,Intelligence,21.1,62.00751324122562,0.73,11.987220909382728,1,1.55,9,0,4,3,3,0,Low,0,0,0,0
1271,33,Female,Married,Head Constable,Traffic,8.2,41.22200780422278,0.32,48.76675825402774,0,0.0,7,1,2,5,1,0,Low,1,0,0,0
1272,40,Male,Married,Sub-Inspector,Special Operations,16.1,59.0079795418021,0.39,25.166730986429833,3,10.11,5,0,5,2,5,1,High,1,0,1,1
1273,37,Male,Single,Head Constable,Patrol,6.8,56.97373105193991,0.22,25.196533728852135,1,0.94,6,0,4,5,3,1,Medium,0,1,1,1
1274,44,Male,Divorced,Inspector,Investigation,35.0,48.65430610927656,0.64,21.428214571603334,3,4.09,7,0,4,1,5,0,Medium,0,1,0,0
1275,39,Male,Single,Head Constable,Special Operations,16.2,47.19950315491943,0.56,20.597165141789127,5,6.79,10,0,3,4,3,0,Low,1,0,1,1
1276,36,Male,Married,Constable,Investigation,11.7,55.16253867382074,0.38,55.20692745099715,3,4.18,6,0,3,2,4,0,Low,1,0,0,0
1277,47,Male,Married,Constable,Patrol,4.3,60.73452130891765,0.14,101.15056474526966,5,5.45,1,0,5,4,3,0,Medium,0,0,0,0
1278,45,Male,Married,Constable,Anti-Terror,1.7,52.27098059127856,0.93,26.849368876723073,6,9.46,6,1,4,4,3,1,High,0,0,0,0
1279,35,Male,Married,Sub-Inspector,Investigation,35.0,55.89882084937846,0.62,45.07549009259927,0,0.0,4,0,2,3,3,0,Medium,0,0,1,0
1280,27,Male,Single,Assistant Sub-Inspector,Intelligence,35.0,56.50028080667721,0.29,47.26103830722027,2,1.63,4,0,4,4,4,0,Low,0,0,0,0
1281,29,Female,Divorced,Inspector,Traffic,35.0,55.68854781042662,0.58,33.59065853421065,0,0.0,6,1,4,2,2,0,Low,0,1,0,0
1282,35,Male,Married,Head Constable,Special Operations,18.4,50.82968125673612,0.36,20.855151772162806,3,5.71,5,0,2,5,3,1,Low,0,0,1,0
1283,33,Male,Single,Assistant Sub-Inspector,Investigation,6.4,58.94984744706004,0.53,37.97177935881743,2,1.95,5,1,2,1,4,0,Low,0,0,0,0
1284,49,Male,Single,Constable,Anti-Terror,8.6,39.605250460272956,0.63,57.76362835339776,5,8.48,11,1,3,3,1,0,Medium,1,0,1,1
1285,23,Male,Single,Inspector,Cyber Crime,24.1,62.52141927939674,0.56,8.345430161107107,0,0.0,10,0,1,3,2,0,Medium,0,0,0,0
1286,35,Male,Married,Sub-Inspector,Investigation,17.4,56.92606146046591,0.07,8.767612962476992,3,3.8,12,0,3,3,5,0,High,0,0,0,0
1287,27,Male,Single,Constable,Intelligence,9.5,37.91175171062327,0.54,24.040737968062952,2,3.15,6,0,3,2,1,0,Low,0,0,0,1
1288,37,Male,Married,Constable,Cyber Crime,13.1,47.42509835801982,0.47,62.356858590568095,2,3.11,10,0,3,1,3,0,High,0,0,0,0
1289,39,Female,Single,Assistant Sub-Inspector,Cyber Crime,24.5,47.45802607183131,0.78,19.16950120003718,0,0.0,4,0,4,4,4,0,Low,1,0,0,0
1290,33,Female,Married,Sub-Inspector,Patrol,14.2,62.93542795580247,0.24,34.48422932006431,2,2.01,5,0,2,4,4,1,Low,0,0,0,0
1291,40,Male,Married,Head Constable,Patrol,15.5,47.08466440784876,0.59,15.852770248139455,2,2.07,2,0,2,2,2,0,Medium,0,0,0,0
1292,34,Female,Married,Sub-Inspector,Special Operations,18.0,55.99856586039724,0.55,34.6927981078983,2,5.59,6,0,5,3,1,0,Medium,0,0,1,0
1293,35,Male,Single,Constable,Investigation,2.4,70.11665583765163,0.1,9.60924833450493,0,0.0,6,2,2,5,3,0,High,1,0,0,0
1294,33,Male,Married,Constable,Anti-Terror,6.6,69.72498756373946,0.13,35.406140911471105,9,10.39,7,0,5,2,3,0,Low,0,0,0,0
1295,41,Male,Divorced,Constable,Cyber Crime,7.2,40.9287382641276,0.2,20.591912571335346,2,1.9,9,1,3,3,1,0,Medium,0,1,1,0
1296,37,Female,Married,Constable,Investigation,13.5,59.19854778132541,0.08,36.254452089938425,5,5.76,5,0,3,3,2,0,Medium,0,0,1,0
1297,49,Male,Married,Inspector,Traffic,29.4,60.23450236296913,0.08,27.08295700000173,3,4.53,7,0,3,2,4,0,Low,1,0,0,0
1298,46,Female,Married,Constable,Traffic,3.4,66.73209689535577,0.35,25.756726641500983,0,0.0,5,1,4,3,2,0,Very High,0,0,0,0
1299,40,Female,Married,Constable,Patrol,5.1,76.76668634838771,0.25,32.11460546581456,3,2.87,4,0,4,4,1,0,Low,0,0,0,0
1300,21,Female,Single,Constable,Patrol,1.4,56.16710644823882,0.42,11.987920269681087,1,1.19,5,0,1,2,2,0,Medium,0,0,1,1
1301,24,Male,Married,Head Constable,Patrol,10.2,47.97478961876452,0.56,18.238134146011344,1,1.6,4,1,4,3,2,0,Low,0,1,0,1
1302,44,Male,Married,Deputy SP,Anti-Terror,35.0,54.81740363977171,0.54,15.91602059335749,7,17.4,4,0,2,3,3,0,Low,0,1,0,1
1303,32,Male,Married,Sub-Inspector,Traffic,19.1,58.72233946808596,0.14,21.084539624683707,1,1.2,2,0,2,3,3,0,Low,1,0,1,0
1304,38,Female,Divorced,Constable,Intelligence,4.2,46.61307357457572,0.58,20.986238895920618,2,2.84,4,1,5,4,2,0,Medium,0,0,0,0
1305,31,Male,Married,Head Constable,Women & Child Protection,3.0,63.2761094150684,0.9,19.513456598289725,0,1.06,7,0,3,4,3,1,Low,1,0,0,0
1306,40,Male,Single,Head Constable,Women & Child Protection,4.7,49.865175137452354,0.33,24.76856627801781,1,3.89,7,0,3,4,1,0,High,0,0,0,1
1307,44,Male,Married,Constable,Investigation,1.5,64.34869740396326,0.15,20.822199148301152,2,2.25,7,1,4,3,2,0,Medium,0,0,0,0
1308,26,Male,Married,Inspector,Investigation,35.0,57.873546985607156,0.58,16.721418304509406,1,1.26,7,0,4,2,2,1,Low,0,1,1,1
1309,29,Male,Married,Constable,Special Operations,12.7,74.91166206678648,0.5,28.536231082086896,5,5.77,3,0,2,1,2,1,Medium,1,0,0,1
1310,23,Male,Single,Constable,Patrol,9.0,48.05856630126097,0.14,13.347641700814258,1,1.43,5,0,4,2,2,0,Low,0,0,1,0
1311,38,Male,Single,Head Constable,Traffic,17.2,53.30756722055706,0.15,8.578212973222431,5,6.21,7,0,2,2,4,0,Medium,0,0,0,0
1312,23,Female,Married,Deputy SP,Traffic,22.5,61.69084709404055,0.41,13.563081358828482,4,2.89,4,1,5,4,3,0,Low,0,0,0,0
1313,33,Male,Widowed,Deputy SP,Patrol,13.2,66.8774152736223,0.18,29.75291051326612,5,5.19,5,0,5,4,2,0,Medium,0,0,0,0
1314,40,Female,Married,Constable,Cyber Crime,8.6,49.757908742606574,0.68,48.150726131174885,0,0.0,2,0,5,2,5,1,Low,0,1,0,0
1315,52,Male,Single,Constable,Traffic,1.7,67.76166609033858,0.41,77.62725045658819,0,0.0,8,1,3,4,3,1,Medium,0,0,1,1
1316,39,Female,Divorced,Constable,Traffic,10.5,69.42536573084573,0.39,13.079178688740145,4,3.68,11,0,5,1,3,0,Low,0,0,0,0
1317,46,Male,Married,Assistant Sub-Inspector,Cyber Crime,35.0,56.64823132597181,0.7,40.213534739862865,2,1.87,8,0,3,3,3,0,Medium,0,0,0,0
1318,38,Male,Married,SP+,Patrol,16.6,49.27303456097256,0.3,35.56357060021194,0,0.0,6,0,4,4,2,0,High,0,1,1,0
1319,38,Female,Married,Head Constable,Intelligence,3.9,58.258401093723094,0.62,6.318422165030125,2,1.41,4,1,4,1,2,0,Low,1,0,0,0
1320,34,Male,Married,Constable,Patrol,3.9,40.78365911467408,0.18,33.41966331965056,1,1.4,5,0,4,1,3,0,Very High,0,0,0,0
1321,33,Male,Married,Assistant Sub-Inspector,Patrol,10.0,63.672348044992766,0.44,33.44441511409723,2,1.93,4,0,2,4,5,0,Medium,1,0,1,0
1322,45,Female,Single,Constable,Patrol,0.5,46.91824147030355,0.25,23.716067372241206,2,3.06,9,0,3,2,5,1,Medium,0,1,0,0
1323,39,Male,Married,Assistant Sub-Inspector,Cyber Crime,13.1,60.3624223725966,0.08,27.56156420573446,5,5.96,5,0,2,3,3,0,High,0,0,0,0
1324,39,Male,Single,Head Constable,Investigation,9.5,55.53582765177508,0.33,29.419796015046735,1,1.08,11,0,4,1,3,0,Very High,0,0,0,0
1325,31,Male,Divorced,Constable,Patrol,9.5,42.74812617544082,0.45,36.09836504572646,1,1.38,9,0,2,5,2,0,Low,0,1,0,0
1326,33,Male,Single,Assistant Sub-Inspector,Women & Child Protection,23.0,59.008652625887606,0.6,20.525224752954646,3,8.04,8,0,4,1,3,0,High,1,0,0,0
1327,53,Female,Divorced,Inspector,Traffic,35.0,65.39720771837901,0.72,27.488079555384314,0,0.0,5,0,1,2,3,0,High,0,0,0,1
1328,35,Male,Married,Constable,Patrol,1.0,53.89604617727707,0.07,15.864644598269857,2,1.62,4,0,3,4,1,1,Medium,0,0,0,0
1329,47,Female,Married,Constable,Women & Child Protection,5.1,78.75223802086177,0.51,46.910126692406145,0,2.06,4,0,3,4,1,0,Medium,0,0,0,0
1330,32,Male,Single,Inspector,Intelligence,24.5,60.98034345500669,0.47,52.26101266840733,5,5.85,6,0,5,5,2,0,Medium,0,1,0,0
1331,42,Female,Married,Specialized Tactical,Cyber Crime,4.0,47.65924704273604,0.24,36.122886466960836,0,0.0,5,0,3,4,2,0,Medium,0,0,1,0
